Cat_1,Date_1,Quan_1,Quan_2,Quan_3,Quan_4,Date_2,Quan_5,Quan_6,Quan_7,Quan_8,Quan_9,Quan_10,Quan_11,Quan_12,Quan_13,Quan_14,Cat_2,Cat_3,Cat_4,Cat_5,Cat_6,Cat_7,Cat_8,Cat_9,Cat_10,Cat_11,Cat_12,Cat_13,Cat_15,Cat_16,Quan_15,Cat_17,Cat_18,Cat_19,Cat_22,Cat_23,Cat_27,Cat_29,Cat_38,Cat_41,Cat_42,Cat_43,Cat_44,Cat_47,Cat_51,Cat_52,Cat_59,Cat_66,Cat_67,Cat_68,Cat_69,Cat_70,Cat_73,Cat_78,Cat_79,Cat_80,Cat_81,Cat_83,Cat_84,Cat_88,Cat_97,Cat_98,Cat_102,Quan_16,Quan_17,Quan_18,Cat_110,Cat_111,Cat_112,Cat_113,Cat_114,Cat_115,Cat_116,Cat_117,Cat_118,Cat_119,Cat_120,Cat_121,Cat_122,Cat_123,Cat_125,Cat_126,Cat_128,Cat_129,Cat_130,Cat_131,Cat_132,Cat_133,Cat_134,Cat_135,Cat_136,Cat_137,Cat_138,Cat_139,Cat_140,Cat_141,Cat_142,Cat_143,Cat_144,Cat_145,Cat_146,Cat_147,Cat_148,Cat_149,Cat_150,Cat_151,Cat_154,Cat_156,Cat_157,Cat_159,Cat_162,Cat_164,Cat_165,Cat_166,Cat_168,Cat_171,Cat_172,Cat_173,Cat_174,Cat_175,Cat_176,Cat_177,Cat_178,Cat_180,Cat_182,Cat_183,Cat_184,Cat_186,Cat_187,Cat_188,Cat_191,Cat_192,Cat_193,Cat_195,Cat_197,Cat_198,Cat_200,Cat_203,Cat_204,Cat_205,Cat_206,Cat_207,Cat_209,Cat_210,Cat_213,Cat_214,Cat_215,Cat_216,Cat_217,Cat_218,Cat_219,Cat_220,Cat_221,Cat_222,Cat_223,Cat_224,Cat_225,Cat_226,Cat_227,Cat_228,Cat_229,Cat_230,Cat_231,Cat_232,Cat_233,Cat_234,Cat_235,Cat_236,Cat_237,Cat_238,Cat_239,Cat_240,Cat_241,Cat_242,Cat_243,Cat_244,Cat_245,Cat_246,Cat_247,Cat_248,Cat_249,Cat_250,Cat_251,Cat_253,Cat_254,Cat_255,Cat_256,Cat_258,Cat_259,Cat_260,Cat_261,Cat_262,Cat_263,Cat_265,Cat_267,Cat_273,Cat_275,Cat_276,Cat_277,Cat_278,Cat_280,Cat_281,Cat_282,Cat_283,Cat_284,Cat_287,Cat_288,Cat_289,Cat_290,Cat_291,Cat_292,Cat_293,Cat_294,Cat_295,Cat_296,Cat_297,Cat_298,Cat_299,Cat_300,Cat_301,Cat_302,Cat_303,Cat_304,Cat_305,Cat_306,Cat_307,Cat_308,Cat_309,Cat_311,Cat_312,Cat_313,Cat_314,Cat_315,Cat_316,Cat_317,Cat_318,Cat_319,Cat_320,Cat_321,Cat_323,Cat_326,Cat_328,Cat_331,Cat_332,Cat_333,Cat_334,Cat_335,Cat_336,Cat_337,Cat_338,Cat_339,Cat_340,Cat_341,Cat_342,Cat_343,Cat_346,Cat_347,Cat_348,Cat_349,Cat_350,Cat_351,Cat_352,Cat_353,Cat_354,Cat_355,Cat_356,Cat_357,Cat_358,Cat_359,Cat_361,Cat_362,Cat_363,Cat_366,Cat_367,Cat_370,Cat_371,Cat_373,Cat_374,Cat_375,Cat_376,Cat_377,Cat_379,Cat_380,Cat_381,Quan_19,Cat_382,Cat_383,Cat_384,Quan_20,Cat_385,Cat_386,Cat_387,Cat_388,Cat_389,Cat_390,Cat_391,Quan_21,Cat_392,Cat_393,Cat_394,Cat_395,Cat_396,Quan_22,Cat_397,Cat_398,Cat_399,Cat_400,Cat_402,Cat_403,Cat_404,Cat_406,Cat_408,Cat_412,Cat_413,Cat_414,Cat_415,Cat_417,Cat_418,Cat_419,Cat_420,Cat_421,Cat_422,Cat_423,Cat_424,Cat_425,Cat_426,Cat_427,Cat_429,Cat_430,Cat_432,Cat_433,Cat_434,Cat_435,Cat_436,Cat_437,Cat_438,Cat_439,Cat_440,Cat_441,Cat_442,Cat_443,Cat_444,Cat_445,Cat_446,Cat_447,Cat_448,Cat_449,Cat_450,Cat_451,Cat_452,Cat_453,Cat_454,Cat_455,Cat_456,Cat_457,Quant_22,Cat_458,Quant_23,Cat_459,Quant_24,Cat_460,Quant_25,Cat_461,Cat_462,Cat_463,Cat_465,Cat_466,Cat_467,Cat_468,Cat_469,Cat_470,Cat_471,Cat_472,Cat_474,Cat_475,Cat_476,Cat_477,Cat_478,Cat_481,Cat_482,Cat_483,Cat_484,Cat_489,Cat_490,Cat_491,Cat_492,Cat_493,Cat_494,Cat_495,Cat_497,Cat_498,Cat_499,Cat_501,Cat_502,Quan_27,Quan_28,Cat_510,Cat_511,Cat_512,Cat_513
0,0.537871034,0.428501286,0.794117647,0.62585034,0.549889135,0.614311927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008510638,0.004531722,0.003604903,0.166666667,0.047058824,0.0,0.0,0.0,0.25,0,0.0,0,0.105263158,0,0.633802817,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05,0.571428571,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.666666667,0,0,0.0,0.0,1,0,0,0,0,1,0,0.090909091,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.411764706,0.333333333,0.416666667,0.266666667,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0
0,0.910440123,0.827472527,0.352941176,0.632653061,0.842572062,0.976513761,0.246376812,0.068965517,0.026315789,0.246376812,0.246376812,0.266666667,0.076923077,0.05,0.266666667,0.266666667,0.442553191,0.590634441,0.48594088,0.25,0.129411765,0.0,0.0,0.0,0.0,0,0.0,0,0.157894737,0,0.073943662,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.223529412,0.066666667,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
0,0.330092119,0.225181202,0.411764706,0.639455782,0.88691796,0.534678899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034042553,0.214501511,0.16222062,0.25,0.117647059,0.0,0.0,0.0,0.0,0,0.0,0,0.052631579,0,0.820422535,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.285714286,0.0,0.5,1,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0.0,0.0,0.0,0.0,0.505882353,0.2,0.511904762,0.133333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
0,0.337256909,0.245125088,0.632352941,0.714285714,0.618625277,0.519633028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008510638,0.006042296,0.004325883,0.166666667,0.070588235,0.0,0.0,0.0,0.0,0,0.0,0,0.157894737,0,0.602112676,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.571428571,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0.8,1,0,0.0,0.954545455,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.035294118,0.4,0.035714286,0.333333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
0,0.369498465,0.288075754,0.617647059,0.714285714,0.975609756,0.582385321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021276596,0.045317221,0.028118241,0.333333333,0.152941176,0.0,0.0,0.0,0.25,0,0.0,0,0.157894737,0,0.376760563,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0.285714286,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.894117647,0.866666667,0.892857143,0.666666667,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0
0,0.745649949,0.644844517,0.882352941,0.306122449,0.110864745,0.791192661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114893617,0.170694864,0.147801009,0.25,0.317647059,0.318181818,0.285714286,0.0,0.25,0,0.0,0,0.315789474,0,0.633802817,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.25,1,0,0,1,0,0,1,0,0,0,0.0,0.0,1,0,0,0
0,0.925793245,0.879284545,0.514705882,0.551020408,0.716186253,0.976513761,0.565217391,0.068965517,0.473684211,0.565217391,0.565217391,0.866666667,0.038461538,0.1,0.866666667,0.866666667,0.110638298,0.074018127,0.8111031,0.75,0.376470588,0.0,0.0,0.0,0.0,1,0.0,0,0.157894737,0,0.602112676,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.285714286,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
0,0.18321392,0.118470891,0.367647059,0.43537415,0.0,0.338348624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012765957,0.012084592,0.007930786,0.083333333,0.023529412,0.0,0.0,0.0,0.0,0,0.0,0,0.052631579,0,0.830985915,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
1,0.756397134,0.4128361,0.647058824,0.897959184,0.0,0.563669725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063829787,0.403323263,0.421773612,0.25,0.317647059,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0,0.651408451,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
1,0.742067554,0.361561842,0.75,0.598639456,0.0,0.860183486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178723404,0.380664653,0.291997116,0.833333333,0.752941176,0.0,0.0,0.0,0.0,0,0.0,1,0.052631579,0,0.711267606,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.105882353,0.733333333,0.107142857,0.6,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
1,0.663254862,0.291606266,0.588235294,0.653061224,0.352549889,0.817247706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187234043,0.13141994,0.113193944,0.166666667,0.082352941,0.0,0.0,0.0,0.0,0,0.0,0,0.105263158,0,0.36971831,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7,0.571428571,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.6,0,0,0.0,0.0,1,0,0,0,0,1,0,0.636363636,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.282352941,0.066666667,0.273809524,0.466666667,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
0,0.838792221,0.749801263,0.955882353,0.306122449,0.319290466,0.317798165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170212766,0.111782477,0.465032444,0.25,0.129411765,0.227272727,0.102040816,0.0,0.25,0,0.0,0,0.842105263,0,0.933098592,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.0,0.0,0.75,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,1,0,0,0
